trade_date,total_pnl,avg_pnl,win_rate,total_volume_usd,trade_count,avg_fee,date_only,classification,sentiment_value
2024-03-09,9949.501624,85.03847541880343,0.8290598290598291,658178.75,117,0.015827042735042738,2024-03-09,Extreme Greed,84.0
2024-03-10,2482.9272,59.117314285714286,0.6904761904761905,219973.85,42,0.05431123809523809,2024-03-10,Extreme Greed,79.0
2024-03-11,3588.179495,85.43284511904761,0.9285714285714286,176519.44999999998,42,0.2017354761904762,2024-03-11,Extreme Greed,82.0
2024-03-12,3039.166,379.89575,0.875,103040.85,8,0.618244125,2024-03-12,Extreme Greed,81.0
2024-03-13,0.0,0.0,0.0,6000.799999999999,7,0.30003971428571424,2024-03-13,Extreme Greed,81.0
2024-03-14,3465.865832,192.5481017777778,0.8888888888888888,205933.18,18,0.6509328888888889,2024-03-14,Extreme Greed,88.0
2024-03-15,6236.513651,100.58892985483871,0.6612903225806451,351894.41,62,0.7981452096774193,2024-03-15,Extreme Greed,83.0
2024-03-16,228.57984,28.57248,0.125,37223.66,8,1.316035,2024-03-16,Extreme Greed,81.0
2024-03-17,503.293955,21.882345869565217,0.43478260869565216,99506.95,23,1.4679708260869564,2024-03-17,Extreme Greed,79.0
2024-03-18,1456.9577,76.68198421052631,0.3157894736842105,90458.08,19,1.3128042105263156,2024-03-18,Extreme Greed,77.0
2024-03-19,668.797973,27.86658220833333,0.20833333333333334,219884.84,24,1.0828463333333334,2024-03-19,Extreme Greed,79.0
2024-03-20,6423.134599,93.08890723188406,0.8695652173913043,215705.85,69,0.5779541739130435,2024-03-20,Greed,74.0
2024-03-21,2335.5080749999997,83.41100267857142,0.8214285714285714,117895.57,28,0.5855267857142857,2024-03-21,Extreme Greed,78.0
2024-03-24,1297.018477,68.26413036842105,0.7894736842105263,92592.20999999999,19,0.4678335263157895,2024-03-24,Greed,74.0
2024-03-25,1302.916428,186.13091828571427,0.8571428571428571,57116.32,7,2.855816,2024-03-25,Extreme Greed,75.0
2024-03-26,3215.906593,27.253445703389833,0.9322033898305084,198565.19,118,0.238537313559322,2024-03-26,Extreme Greed,81.0
2024-03-27,150.41114,3.9581878947368416,0.3157894736842105,99864.79,38,0.8346829473684211,2024-03-27,Extreme Greed,83.0
2024-03-28,227.85100799999998,17.527000615384615,0.6923076923076923,35323.72,13,0.6968637692307692,2024-03-28,Extreme Greed,80.0
2024-03-29,883.097404,58.873160266666666,0.4,86914.37,15,2.028002,2024-03-29,Extreme Greed,79.0
2024-03-30,1100.57514,24.45722533333333,0.9777777777777777,101103.92,45,0.22087675555555555,2024-03-30,Extreme Greed,75.0
2024-03-31,912.786145,70.21431884615384,0.7692307692307693,39912.96,13,1.0745786153846155,2024-03-31,Extreme Greed,75.0
2024-04-01,2507.963406,32.57095332467532,0.5454545454545454,339470.47,77,1.087680025974026,2024-04-01,Extreme Greed,79.0
2024-04-02,883.760812,21.555141756097562,0.2926829268292683,239664.50999999998,41,1.9544530243902436,2024-04-02,Extreme Greed,79.0
2024-04-03,126.7884,31.6971,0.25,16887.57,4,0.41530025,2024-04-03,Greed,71.0
2024-04-04,0.0,0.0,0.0,95987.73,32,1.0498651562499999,2024-04-04,Greed,70.0
2024-04-05,10706.484306,107.06484306,0.9,503791.8,100,1.03430138,2024-04-05,Extreme Greed,79.0
2024-04-06,236.33513399999998,14.770945874999999,0.25,68223.67,16,1.4923923125,2024-04-06,Extreme Greed,75.0
2024-04-07,0.0,0.0,0.0,49988.14,23,0.7606889130434782,2024-04-07,Extreme Greed,78.0
2024-04-08,1218.4267,40.614223333333335,0.03333333333333333,211940.64,30,2.0596849333333336,2024-04-08,Extreme Greed,76.0
2024-04-09,0.0,0.0,0.0,57063.840000000004,3,6.657447,2024-04-09,Extreme Greed,80.0
2024-04-10,5207.443414,127.01081497560976,0.8780487804878049,351735.97,41,3.002623463414634,2024-04-10,Extreme Greed,78.0
2024-04-11,389.743164,24.35894775,0.125,76400.96,16,1.6712705625,2024-04-11,Extreme Greed,76.0
2024-04-12,-592.6458390000001,-4.594153790697676,0.5503875968992248,442088.59,129,0.7562858527131783,2024-04-12,Extreme Greed,79.0
2024-04-13,6621.451755,74.3983343258427,0.6853932584269663,486411.25,89,1.337069393258427,2024-04-13,Greed,72.0
2024-04-14,-36104.012520000004,-337.4206777570094,0.308411214953271,659162.17,107,1.995115925233645,2024-04-14,Greed,72.0
2024-04-15,3774.08872,92.05094439024391,0.8536585365853658,291111.19,41,0.9914781463414633,2024-04-15,Greed,74.0
2024-04-16,2467.702221,52.504302574468085,0.9148936170212766,181907.17,47,0.3927167021276596,2024-04-16,Greed,65.0
2024-04-17,2441.4683999999997,174.39059999999998,0.9285714285714286,97562.99,14,0.7586402142857143,2024-04-17,Greed,67.0
2024-04-19,1946.4454620000001,55.61272748571429,0.7714285714285715,337257.92000000004,35,3.372578857142857,2024-04-19,Greed,66.0
2024-04-20,0.0,0.0,0.0,60733.24,22,5.5131385,2024-04-20,Greed,66.0
2024-04-22,0.0,0.0,0.0,47993.61,9,1.8664182222222223,2024-04-22,Greed,73.0
2024-04-23,1119.536196,16.962669636363636,0.5303030303030303,233054.9,66,1.0804314545454545,2024-04-23,Greed,71.0
2024-04-24,279.185907,13.95929535,0.3,141275.24,20,2.4723157999999996,2024-04-24,Greed,72.0
2024-04-25,0.0,0.0,0.0,120241.01,74,2.16431772972973,2024-04-25,Greed,72.0
2024-04-26,0.0,0.0,0.0,4988.290000000001,3,0.581966,2024-04-26,Greed,70.0
2024-04-27,4281.488139,158.57363477777778,0.7037037037037037,154264.47,27,1.999724074074074,2024-04-27,Greed,67.0
2024-04-28,0.0,0.0,0.0,43985.6,58,0.26543010344827583,2024-04-28,Greed,65.0
2024-04-29,526.9338359999999,11.709640799999999,0.37777777777777777,108699.01,45,0.8454362222222221,2024-04-29,Greed,67.0
2024-04-30,0.0,0.0,0.0,125018.75,24,1.8231895833333331,2024-04-30,Greed,67.0
2024-05-01,0.0,0.0,0.0,87025.45,14,2.175636285714286,2024-05-01,Neutral,54.0
2024-05-03,5306.017045,147.3893623611111,0.4722222222222222,282682.64999999997,36,2.7475189166666665,2024-05-03,Neutral,48.0
2024-05-04,0.0,0.0,0.0,58998.75,9,2.2943954444444445,2024-05-04,Greed,67.0
2024-05-05,0.916,0.15266666666666667,0.16666666666666666,24068.350000000002,6,1.4021296666666665,2024-05-05,Greed,69.0
2024-05-06,968.59038,107.62115333333333,0.4444444444444444,206016.43,9,8.011749555555555,2024-05-06,Greed,71.0
2024-05-07,883.537693,49.08542738888889,0.5,108717.58,18,2.1132811666666664,2024-05-07,Greed,68.0
2024-05-08,1.56576,0.12044307692307693,0.07692307692307693,65973.57,13,1.7751404615384616,2024-05-08,Greed,64.0
2024-05-09,1147.595856,40.985566285714285,0.39285714285714285,221966.12,28,2.7745761428571427,2024-05-09,Greed,55.0
2024-05-10,2101.741695,95.53371340909092,0.2727272727272727,156882.0,22,2.4958495454545453,2024-05-10,Greed,66.0
2024-05-11,251.604742,27.956082444444444,1.0,63248.95,9,2.459680555555556,2024-05-11,Neutral,53.0
2024-05-12,0.0,0.0,0.0,55179.56,23,0.8396882173913044,2024-05-12,Greed,56.0
2024-05-13,2136.853859,76.31620925,0.35714285714285715,193118.9,28,2.4139856785714287,2024-05-13,Greed,57.0
2024-05-14,1150.5233050000002,50.02275239130436,0.17391304347826086,145853.4,23,2.219508043478261,2024-05-14,Greed,66.0
2024-05-15,948.970582,26.360293944444447,0.4722222222222222,234922.57,36,2.2839690833333335,2024-05-15,Greed,64.0
2024-05-16,214.5898,7.94777037037037,0.18518518518518517,162620.96,27,2.108048888888889,2024-05-16,Greed,70.0
2024-05-18,3522.3946610000003,140.89578644000002,0.64,126303.14,25,1.7682436799999999,2024-05-18,Greed,73.0
2024-05-19,0.0,0.0,0.0,29998.09,8,1.3124158750000001,2024-05-19,Greed,72.0
2024-05-20,-74.818442,-7.4818442,0.0,38124.75,10,1.3343662,2024-05-20,Greed,70.0
2024-05-21,7289.397571999999,58.31518057599999,0.112,1100948.59,125,3.0826555520000003,2024-05-21,Extreme Greed,76.0
2024-05-22,0.0,0.0,0.0,44995.29,6,2.6247248333333335,2024-05-22,Extreme Greed,76.0
2024-05-23,413.347329,1.2718379353846154,0.4461538461538462,401850.6,325,0.34901562769230765,2024-05-23,Extreme Greed,76.0
2024-05-24,821.949278,410.974639,1.0,50811.899999999994,2,8.8920825,2024-05-24,Greed,74.0
2024-05-25,14.126038999999999,0.8828774374999999,0.3125,29991.129999999997,16,0.6404304375000001,2024-05-25,Extreme Greed,76.0
2024-05-26,778.6839,48.66774375,0.25,53976.67,16,1.1730119374999999,2024-05-26,Extreme Greed,75.0
2024-05-27,1129.35587,4.499425776892431,0.35856573705179284,151115.72,251,0.18259946613545816,2024-05-27,Greed,74.0
2024-05-29,277.791953,1.6938533719512194,0.4146341463414634,84268.76,164,0.22485731097560974,2024-05-29,Greed,72.0
2024-05-30,20.951433,2.9930618571428576,0.7142857142857143,2838.09,7,0.1419037142857143,2024-05-30,Greed,73.0
2024-05-31,25.35812,1.9506246153846154,0.3076923076923077,3636.14,13,0.09789584615384615,2024-05-31,Greed,73.0
2024-06-01,91.510419,3.66041676,0.36,12834.62,25,0.17968424,2024-06-01,Greed,72.0
2024-06-02,192.906947,2.074268247311828,0.3655913978494624,29464.51,93,0.08379475268817205,2024-06-02,Greed,73.0
2024-06-03,562.808208,8.040117257142859,0.6285714285714286,21466.86,70,0.07682979999999999,2024-06-03,Greed,73.0
2024-06-04,52.211438,0.9851214716981133,0.4716981132075472,24243.41,53,0.1402443962264151,2024-06-04,Greed,73.0
2024-06-05,56.055506,1.038064925925926,0.2962962962962963,25350.77,54,0.13155666666666668,2024-06-05,Extreme Greed,75.0
2024-06-06,274.173187,1.1716802863247862,0.42735042735042733,137557.76,234,0.15845907692307692,2024-06-06,Extreme Greed,78.0
2024-06-07,8902.467416,20.23288049090909,0.4,1098588.76,440,0.8476424181818182,2024-06-07,Extreme Greed,77.0
2024-06-08,129.13883900000002,4.453063413793104,0.27586206896551724,97351.88,29,1.1749357586206897,2024-06-08,Greed,72.0
2024-06-09,0.0,0.0,0.0,22410.22,17,0.4421044117647059,2024-06-09,Extreme Greed,75.0
2024-06-10,31.266804999999998,0.589939716981132,0.33962264150943394,46587.93,53,0.27728920754716985,2024-06-10,Greed,72.0
2024-06-11,4320.631811,35.12708789430894,0.13821138211382114,373279.92,123,1.0563269349593496,2024-06-11,Greed,74.0
2024-06-12,-21886.531493,-86.16744682283463,0.08267716535433071,193407.96,254,0.2516591220472441,2024-06-12,Greed,72.0
2024-06-13,6632.757115,83.95895082278481,0.24050632911392406,132577.22,79,0.4227816455696202,2024-06-13,Greed,70.0
2024-06-14,10258.592609,330.9223422258064,0.4838709677419355,139868.66,31,1.2565830967741936,2024-06-14,Greed,74.0
2024-06-15,3369.958346,43.20459417948718,0.48717948717948717,718350.25,78,3.223366012820513,2024-06-15,Greed,74.0
2024-06-16,0.0,0.0,0.0,25235.079999999998,11,0.8029342727272727,2024-06-16,Greed,71.0
2024-06-17,10599.502375,278.9342730263158,0.6578947368421053,368380.12,38,3.3929743421052634,2024-06-17,Greed,71.0
2024-06-18,282.57636,11.3030544,0.16,263314.79,25,2.68641032,2024-06-18,Greed,74.0
2024-06-19,4887.656944,80.12552367213115,0.5081967213114754,417071.12,61,2.276258081967213,2024-06-19,Greed,64.0
2024-06-20,57478.456026,1473.8065647692308,0.20512820512820512,207990.8,39,0.3453602564102564,2024-06-20,Greed,60.0
2024-06-21,773.5582039999999,9.66947755,0.0375,176264.49,80,0.7659637375,2024-06-21,Greed,63.0
2024-06-22,756.876565,31.536523541666668,0.3333333333333333,169594.27000000002,24,1.6888909166666668,2024-06-22,Neutral,53.0
2024-06-23,0.0,0.0,0.0,1792.12,5,0.035842399999999996,2024-06-23,Greed,55.0
2024-06-24,0.0,0.0,0.0,403002.8,31,3.340354870967742,2024-06-24,Neutral,51.0
2024-06-25,4869.353105,99.3745531632653,0.22448979591836735,103099.08,49,0.7364214489795918,2024-06-25,Fear,30.0
2024-06-26,4197.732182,58.30183586111111,0.2916666666666667,365190.66000000003,72,1.7715874999999999,2024-06-26,Neutral,46.0
2024-06-27,0.0,0.0,0.0,130486.95,30,1.5185337333333335,2024-06-27,Fear,40.0
2024-06-29,6150.326145,82.0043486,0.32,280095.11,75,6.137269746666667,2024-06-29,Fear,30.0
2024-06-30,0.0,0.0,0.0,30520.69,14,1.2184049285714287,2024-06-30,Neutral,47.0
2024-07-01,5065.839308,79.1537391875,0.40625,362670.14999999997,64,6.645672265625,2024-07-01,Neutral,53.0
2024-07-02,2421.253116,134.514062,0.7222222222222222,33347.47,18,0.6365961111111111,2024-07-02,Neutral,51.0
2024-07-03,1118.387284,62.132626888888886,0.2222222222222222,179600.66,18,3.479371222222222,2024-07-03,Neutral,50.0
2024-07-04,0.0,0.0,0.0,430568.01,25,4.5209858,2024-07-04,Fear,44.0
2024-07-05,0.0,0.0,0.0,272289.89,32,2.97283490625,2024-07-05,Fear,29.0
2024-07-06,108.87217799999999,4.53634075,0.2916666666666667,2490.17,24,14.34809,2024-07-06,Fear,26.0
2024-07-07,61.428942,6.1428942,1.0,498.75,10,0.004987500000000001,2024-07-07,Fear,29.0
2024-07-08,0.0,0.0,0.0,497.64,1,0.0156,2024-07-08,Fear,28.0
2024-07-09,648.984412,43.265627466666665,1.0,2736.45,15,0.026504533333333337,2024-07-09,Fear,27.0
2024-07-10,11977.734907,213.88812333928573,0.6785714285714286,687900.21,56,4.2993757142857145,2024-07-10,Fear,28.0
2024-07-11,1876.812082,98.77958326315789,0.47368421052631576,169887.02,19,3.1294969999999998,2024-07-11,Fear,29.0
2024-07-12,1412.314654,74.33235021052631,0.47368421052631576,89582.97,19,1.6502120526315789,2024-07-12,Fear,25.0
2024-07-13,2913.617837,171.38928452941175,1.0,139189.19,17,2.865659411764706,2024-07-13,Fear,25.0
2024-07-14,0.0,0.0,0.0,84001.13,7,4.200055571428572,2024-07-14,Fear,33.0
2024-07-15,-1.0,-0.038461538461538464,0.0,198344.85,26,2.653683423076923,2024-07-15,Neutral,52.0
2024-07-16,0.0,0.0,0.0,144000.57,22,2.290917318181818,2024-07-16,Greed,65.0
2024-07-17,1859.269477,5.297064037037037,0.4131054131054131,626005.53,351,0.5886094387464388,2024-07-17,Greed,69.0
2024-07-18,3803.884311,63.398071849999994,0.8,649704.85,60,3.7899444,2024-07-18,Greed,61.0
2024-07-19,2155.891114,93.73439626086956,0.5217391304347826,150269.42,23,2.2867081739130435,2024-07-19,Greed,60.0
2024-07-20,2299.169566,8.643494609022557,0.12406015037593984,244362.21,266,0.30360307518797,2024-07-20,Greed,74.0
2024-07-21,-2960.716887,-6.608743051339286,0.046875,234307.46,448,0.14447174107142854,2024-07-21,Greed,74.0
2024-07-22,1517.119876,9.851427766233765,0.14285714285714285,304213.8,154,0.6328541298701299,2024-07-22,Greed,70.0
2024-07-23,89890.302206,242.9467627189189,0.8891891891891892,358526.54,370,0.16011655675675676,2024-07-23,Greed,71.0
2024-07-24,625.561479,6.9506831,0.2,69207.93,90,0.6118586555555555,2024-07-24,Greed,69.0
2024-07-25,916.7382600000001,11.753054615384617,0.1282051282051282,528555.31,78,2.8741784102564103,2024-07-25,Greed,68.0
2024-07-26,2766.513113,18.200744164473683,0.40131578947368424,548587.65,152,1.3589935197368421,2024-07-26,Greed,68.0
2024-07-27,6400.623656,112.2916430877193,0.7368421052631579,905199.75,57,5.558243754385964,2024-07-27,Greed,72.0
2024-07-28,587.29903,36.706189375,0.75,43254.68,16,0.946195125,2024-07-28,Greed,71.0
2024-07-29,330.80445399999996,8.482165487179486,0.41025641025641024,327199.14,39,2.9364021538461538,2024-07-29,Greed,74.0
2024-07-30,0.0,0.0,0.0,36006.47,6,2.1003773333333333,2024-07-30,Greed,67.0
2024-07-31,765.690884,17.806764744186047,0.32558139534883723,84506.54,43,0.6878434186046513,2024-07-31,Greed,61.0
2024-08-01,167.080017,2.9312283684210527,0.07017543859649122,227774.53,57,1.8964041403508771,2024-08-01,Neutral,52.0
2024-08-02,782.3681909999999,12.418542714285714,0.2698412698412698,396320.37,63,2.3098486031746033,2024-08-02,Greed,57.0
2024-08-03,464.1897,12.545667567567568,0.02702702702702703,290532.86,37,2.936570432432432,2024-08-03,Fear,37.0
2024-08-04,-122672.000883,-965.9212667952756,0.023622047244094488,1207744.07,127,3.5110412204724413,2024-08-04,Fear,34.0
2024-08-05,-13013.665169,-162.6708146125,0.4125,420495.4,80,2.533989475,2024-08-05,Fear,26.0
2024-08-06,267.318048,2.4982995140186914,0.12149532710280374,61478.38,107,0.5852455981308411,2024-08-06,Extreme Fear,17.0
2024-08-07,188.789255,5.720886515151515,0.30303030303030304,2492.77,33,0.11370314545454546,2024-08-07,Fear,29.0
2024-08-08,-40.712216999999995,-4.5235796666666666,0.0,16299.35,9,0.7386661111111111,2024-08-08,Extreme Fear,20.0
2024-08-09,18082.071276,125.56993941666666,0.2986111111111111,503204.86,144,1.2864887547222221,2024-08-09,Neutral,48.0
2024-08-10,0.0,0.0,0.0,11339.29,88,0.5691271352272728,2024-08-10,Fear,40.0
2024-08-11,847.7766200000001,35.32402583333334,0.16666666666666666,44230.21,24,1.7054702916666666,2024-08-11,Fear,39.0
2024-08-12,858.6705000000001,17.88896875,0.125,54167.32,48,0.7514978124999999,2024-08-12,Fear,25.0
2024-08-13,212.08102,9.220913913043479,0.34782608695652173,20797.87,23,0.7796903043478259,2024-08-13,Fear,31.0
2024-08-14,2168.9015130000003,86.75606052,0.2,66710.03,25,1.8597242399999998,2024-08-14,Fear,30.0
2024-08-15,0.0,0.0,0.0,1522.3700000000001,12,1.3752175,2024-08-15,Fear,29.0
2024-08-16,825.230544,23.578015542857145,0.08571428571428572,166382.84,35,2.3196554857142857,2024-08-16,Fear,27.0
2024-08-17,-288.283113,-9.609437100000001,0.0,30248.96,30,0.5698846333333333,2024-08-17,Fear,25.0
2024-08-18,307.201888,20.480125866666665,0.8,62804.48,15,1.4654371333333336,2024-08-18,Fear,31.0
